,SupplierUniqueCatalogueNumber,BrandName,Generic,Manufacturer,Description,Dosage,Form,PackSize,PackSizeUnits,ProductType,RequiresRx,TaxName,IsTaxExempt,IsTaxIncluded,TaxPercent,PricePerPackage,CatalogTag,Status,PointsAccumulation
,1MGE0006527,Mirah Belle Miracle Sea Buckthorn Healing Soap,,Shrinivas Gujarat Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006528,Nisarga Reviver Liver Tonic & Appetite Booster Syrup,,Pravek Kalp Herbal Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006529,Mirah Belle Bohemian Citrus Borage Anti-Ageing Soap,,Kairali Ayurvedic Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006530,Fytofin Solution,,Alna Biotech Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006531,"Mirah Belle Coconut Milk, Calendula Healing Soap",,Isha Agro Developers Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006532,Mirah Belle Exotic Avocado Collagen Soap,,Gupta Ayurvedic Pharmacy Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006533,Mirah Belle Miracle Lavender Rosemary Anti - Blemish Soap,,Alnacare Ortho,,,,,,consumer health,No,GST,No,Yes,0,100,,Available,1
,1MGE0006534,Jiva Sleep-Well Tablet,,Centaur Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006535,Healthgenie Face Shield 350 Microns,,Healthy Karma Foods Private Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006536,Dabur Hingwashtak Churna,,Wonset Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006537,Amrutanjan Back Pain Roll-ON,,Wanbury Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006538,Dabur Shwaasamrit,,Wallace Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006539,Mecgla Soft Gelatin Capsule,,Big Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006540,Ferozorb Tablet,,Indoco Remedies Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006541,Evacuol Granules,,SAF Fermion Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006542,Lupident Gel,,Neocardiab care,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006543,Thermokind Mouth Wash,,Mint Life Sciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006544,Baidyanath Arvindasava,,Sparlife Healthcare,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006545,Baidyanath Lasunadi Tablet,,Lincoln Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006546,Cardioplus Capsule,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006547,Omnigel Spray,,Integrace Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006548,Diovol Oral Solution,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006549,Mactase Drop,,Torrent Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006550,Sioplex L Syrup,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006551,Mastercal Tablet,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006552,Oilatum Cream,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006553,Trisoliv Syrup,,Sun Pharmaceutical Industries Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006554,Roseup Powder,,Macleods Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006555,Gemsoline D3 60K Capsule,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006556,Ostonate Tablet,,FDC Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006557,Kerala Ayurveda Rasnasapthakam Kwath,,Abbott,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006558,Lupident Mouth Wash,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006559,Unjha Bahumutrantak Rasa Tablet,,Meyer Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006560,36 D 60K Capsule,,Axiom Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006561,Stim Minty Dental Floss,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006562,Olfit Softgels,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006563,Glymax Soap,,Herbolab India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006564,B 29 Gold Tablet,,Herboveda India Pvt. Ltd.,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006565,Guapha Ayurveda Ashokarishta,,Shree Dhootapapeshwar Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006566,Solumiks Myostaal Gel,,Lupin Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006567,Unjha Jambruyog Tablet,,Icpa Health Products Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006568,Sri Sri Tattva Chitrakaharitaki Lehya,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006569,Guapha Ayurveda Maharasnadi Kadha,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006570,Bioimmune Syrup,,VASU Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006571,Kerala Ayurveda Saribadyasavam,,Mohrish Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006572,Renerve 24 Capsule,,Indian Herbal Valley,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006573,Irina Max Soft Gelatin Capsule,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006574,Only Leaf Green Tea,,Piramal Enterprises Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006575,Decutiz Soap,,Montana Remedies,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006576,Tanz Tablet,,Geno Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006577,Dipodem Tablet,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006578,RiteBite Max Protein Active Bar,,Glaxo SmithKline Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006579,Guapha Ayurveda Pachakarishta,,Meghdoot Gramodyog Sewa sansthan,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006580,Dhootapapeshwar Mallasindoor,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006581,Aloederm Aloe Hydro Gel,,Brinton Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006582,Zest AZ Capsule,,Ozone Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006583,Kerala Ayurveda Aravindasavam,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006584,Romsons Oxy Set,,Naturell India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006585,Khadi Aahar Jelly Candy with Amla,,Unimarck Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006586,Pilants  Ointment,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006587,Calanim Lotion,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006588,RiteBite Max Protein Active Bar,,Indchemie Health Specialities Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006589,Sporlac VC Tablet,,Grandcure Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006590,Lama Chandanasav,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006591,Baidyanath (Jhansi) Kshar Tel,,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006592,Kairali Gandharvahastadi Kashayam,,Choroid Laboratories,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006593,Vegazyme Syrup,,Dr Batra Positive Health Products Limited,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006594,Jusdee 400IU Suspension,,Ronyd Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006595,Tynor F-03 Finger Extension Splint,,Lupin Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006596,Epiglo Soap,,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006597,Gemifer XT Tablet,,Vivid Biotek Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006598,Indu Pharma Hepalin  Syrup,,Vitromed Healthcare,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006599,Tenvit Royale Capsule,,Quince Lifesciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006600,Amron Xamax Wrist Wrap,,Naturell India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006601,Alamin-Xtra Capsule,,Afflatus Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006602,Dhootapapeshwar Rasasindoor,,Delvin Formulations Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006603,Amron Xamax Wrist Wrap,,Chicco Baby Products,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006604,Pulmo-Cod Plain Syrup,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006605,Indu Pharma Shatagandha Syrup,,Apichem Healthcare,,,,,,consumer health,No,GST,No,Yes,0,101,,Available,1
,1MGE0006606,Digene Acidity & Gas Relief Gel,,APG Online & Retail Co.,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006607,Sat-Isabgol Powder,,Vaadi Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006608,Sensodent - K Medicated Dental Cream,,Heyday Care LLP.,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006609,Clocip Dusting Powder,,Uvb Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006610,Nefita Tablet,,Dr Batra Positive Health Products Limited,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006611,Digene Acidity & Gas Relief Gel,,Elis Pharmaceuticals India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006612,Dabur Active Antacid Syrup,,USV Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006613,Macfolate Soft Gelatin Capsule,,Maverick Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006614,Himalaya Diabecon Tablet,,Wallace Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006615,Digene Acidity & Gas Relief Gel,,Xellence Laboratories,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006616,Irozorb Tablet,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006617,Vibact Capsule,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006618,Jiva Saffron  Cream,,Shree Baidyanath Ayurved Bhawan (P)Limited (Jhansi),,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006619,Emoform - R Toothpaste,,Shef Biotech,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006620,Neurotrat LM Tablet,,Apex Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006621,Kerala Ayurveda Agasthyarasayanam,,SS Healthcare,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006622,Arodent Ayurvedic Gum & Dental Paste,,Galaxus Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006623,Qcard 100mg Soft Gelatin Capsule,,Teafloor,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006624,Lupi-D3 Capsule,,Vasu Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006625,Himalaya Wellness Green Tea Sachet,,Systopic Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006626,Adliv Syrup,,Blissful Food Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006627,Dhootapapeshwar Sinhanad Guggul,,Charan Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006628,Ferrogen -XT Tablet,,Reckitt Benckiser,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006629,Charak Cephagraine Tablet,,Xamax Ergonomics Pvt. Ltd.,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006630,Livamino Sachet,,Apex Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006631,Sarvacal Capsule,,Meridian Enterprises Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006632,Multani Pachmeena Tonic,,Sain Medicaments Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006633,Jiva Hair Lep,,Indiabulls pharmaceutical ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006634,Siocare Syrup,,Arrient Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006635,Alfavit Plus Capsule,,Mewar Impex,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006636,Jain Lakshadi Guggulu Tablet,,Lloyd Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006637,Bask-D3 Soft Gelatin Capsule,,Bio Human Resources,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006638,Urisoft Soft Gelatin Capsule,,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006639,Cofaid Syrup,,Franco-Indian Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006640,West-Coast 3 Ply Disposable Medical and Surgical Face Mask,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006641,Endocal D Tablet,,Alkem Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006642,Supamove Gel,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006643,Jointace Plus Gel,,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006644,Dr. JRK Eve Fresh Cream,,Vintage Labs Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006645,Dhootapapeshwar Sitopaladi Choorna,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006646,Rostruzin Soft Gelatin Capsule,,Merck Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006647,Pileen Tablet,,Meghdoot Gramodyog Sewa sansthan,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006648,Carovit Forte Capsule,,Integrace Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006649,Gestacal Tablet,,Sanat Products Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006650,Kerala Ayurveda Prasaranyadi Kwath,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006651,Solumiks Pyroflex Gel,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006652,Clearliv Tablet,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006653,Kerala Ayurveda Vidaryadi Kwath,,Dr Reddy's Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006654,Calvoli Tablet,,Khadi Pure Gramodyog,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006655,"Shrey's Nutri D3 60,000IU Soft Gelatin Capsule",,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006656,Septa D3 Soft Gelatin Capsule,,TTK Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006657,Pravek Lakshmivilas Ras 300mg Tablet,,Shree Dhootapapeshwar Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006658,HealthVit Natural Tulsi (Ocimum Sanctum) Powder,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006659,Unjha Sarpalin Tablet,,Corona Remedies Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006660,Folitrol Tablet,,Radicool Pharmaceutical Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006661,Afflatus Rose Water,,Fourrts India Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006662,Pyrozed Capsule,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006663,Prorac I Capsule,,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006664,Immustar Tablet,,Aristo Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006665,Xenado Forte Tablet,,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006666,Probefix Capsule,,Meghdoot Gramodyog Sewa sansthan,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006667,Vintoxy Capsule,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006668,Vitgia FE Tablet,,Indian Remedies,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006669,Romsons Intra Cath Cannula,,Wallace Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006670,Casil Soap,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006671,Epidew Soap,,Elan Pharma India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006672,R-Pyrine Tablet,,Axiom Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006673,Feronext Tablet,,Quince Lifesciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006674,Kairali Spaliv Capsule,,Sri Nature Ayur,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006675,"Bkon Plus Zn Vitamin, Minerals with L-lysine Syrup",,Indi Pharma,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006676,Baidyanath  Amlapittantak Syrup,,Axiom Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006677,R. S. Tablet,,Dr Batra Positive Health Products Limited,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006678,Safent Spandex Elastic Crepe bandage,,Phoenix Biotech,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006679,Ornovit D 60K Capsule,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006680,Digstv Anardana,,Dr Reddy's Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006681,Nephvit Tablet,,Menidine Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006682,Cynocal-16 Syrup,,Karnataka Antibiotics & Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006683,Caltas Tablet,,Pravek Kalp Herbal Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006684,D Soft Gelatin Capsule,,Healthgenie India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006685,Kefive Plus Tablet,,Solumiks Piramal Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006686,Fecare Z Tablet,,Butson Bioscience,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006687,Kapiva Artho Sure Oil,,Akumentis Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006688,Folmidon Tablet,,Cadomed Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006689,Folsafe Capsule,,Stanwell Lifesciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006690,Broad Biotech Off Marks Cream,,Pasteur Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006691,Tendonex Gel,,Millennium Herbal Care,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006692,Xsorate CZ Tablet,,Med Manor Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006693,Fercee Red Syrup,,J J Enterprise,,,,,,consumer health,No,GST,No,Yes,0,102,,Available,1
,1MGE0006694,Himalaya Mentat Tablet,,Kairali Ayurvedic Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006695,Pankajakasthuri Orthoherb Oil,,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006696,Dynapar Gel,,Kairali Ayurvedic Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006697,Bizfer -XT Tablet,,Vanprom Lifesciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006698,Omnident Gel,,Alna Biotech Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006699,Jiva Black Pearl  Shampoo,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006700,Kalor Direct Splash Protection Face Shield,,Dr. Johns Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006701,Vitcofol Suspension,,Amar Overseas,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006702,Jiva Almond   Shampoo,,Vaadi Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006703,Dical-D Tablet,,Cipla Health Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006704,Oxidon Plus Capsule,,Kairali Ayurvedic Products Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006705,Vitanova - D3 SG Capsule,,Reckitt Benckiser,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006706,Kerala Ayurveda Punarnavasavam,,Alteus Biogenics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006707,Baidyanath Vridhiwadhika Bati,,Chemco Plastic Industries Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006708,So Sweet Stevia Tablet,,Care Benzorganics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006709,Active D Capsule,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006710,Sri Sri Tattva Pavanahara Vati 500mg,,S G Phyto Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006711,Biostar Gold Capsule,,Ordain Health Care Global Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006712,Vyas Virya Shodhan Churna,,Alnacare Ortho,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006713,FLOH Sharp Hand Sanitizer Gel,,Ozone Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006714,Himalaya Protective Sunscreen Lotion,,Xellence Laboratories,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006715,Swadeshi Aloevera Juice Ras with Fibre,,Mitoch Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006716,Polycrol Antacid Gel,,Dermakare Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006717,Kerala Ayurveda Mustharishtam,,Charak Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006718,Parachute Advansed Ayurvedic Hair Oil,,Zovaitalia Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006719,Livamino Sachet,,Prosit Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
,1MGE0006720,Charak Livomyn Tablet,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,103,,Available,1
